ID,cateID,cate,name,size,shinsu,kousei,gaikei,teiko_20,juryo,kyoyo1,kyoyo_90,kyoyo_110,kiteiondo,saikouondo,maker,tanka,estimate,e_date,makerID
747,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
748,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
749,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
750,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
751,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
752,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
753,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
754,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
755,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
756,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
757,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
758,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
759,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
760,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
761,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
762,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
763,21,VVR,NULL,Φ1.2,2,,,,,,,,,,,NULL,NULL,NULL,170
764,21,VVR,NULL,Φ1.6,2,,,,,,,,,,,NULL,NULL,NULL,170
765,21,VVR,NULL,Φ1.6,2,,,,,,,,,,,NULL,NULL,NULL,170
766,21,VVR,NULL,Φ1.6,2,,,,,,,,,,,NULL,NULL,NULL,170
767,13,CPEV-S,NULL,Φ0.9,7P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
768,13,CPEV-S,NULL,Φ0.9,10P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
769,13,CPEV-S,NULL,Φ0.9,15P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
770,13,CPEV-S,NULL,Φ0.9,20P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
771,13,CPEV-S,NULL,Φ0.9,25P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
772,13,CPEV-S,NULL,Φ0.9,30P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
773,13,CPEV-S,NULL,Φ0.9,50P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
774,13,CPEV-S,NULL,Φ0.9,75P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
775,13,CPEV-S,NULL,Φ0.9,100P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
776,13,CPEV-S,NULL,Φ1.2,1P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
777,13,CPEV-S,NULL,Φ1.2,2P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
778,13,CPEV-S,NULL,Φ1.2,3P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
779,13,CPEV-S,NULL,Φ1.2,5P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
780,13,CPEV-S,NULL,Φ1.2,7P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
781,13,CPEV-S,NULL,Φ1.2,10P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
782,13,CPEV-S,NULL,Φ1.2,20P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
783,13,CPEV-S,NULL,Φ1.2,25P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
784,13,CPEV-S,NULL,Φ1.2,30P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
785,13,CPEV-S,NULL,Φ1.2,50P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
786,13,CPEV-S,NULL,Φ1.2,75P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
787,13,CPEV-S,NULL,Φ1.2,100P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
788,12,KNPEV-SB,NULL,0.5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
789,12,KNPEV-SB,NULL,0.5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
790,12,KNPEV-SB,NULL,0.5,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
791,12,KNPEV-SB,NULL,0.5,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
792,12,KNPEV-SB,NULL,0.5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
793,12,KNPEV-SB,NULL,0.5,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
794,12,KNPEV-SB,NULL,0.5,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
795,12,KNPEV-SB,NULL,0.5,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
796,12,KNPEV-SB,NULL,0.5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
797,12,KNPEV-SB,NULL,0.5,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
798,12,KNPEV-SB,NULL,0.5,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
799,12,KNPEV-SB,NULL,0.5,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
800,12,KNPEV-SB,NULL,0.5,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
801,12,KNPEV-SB,NULL,0.75,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
802,12,KNPEV-SB,NULL,0.75,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
803,12,KNPEV-SB,NULL,0.75,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
804,12,KNPEV-SB,NULL,0.75,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
805,12,KNPEV-SB,NULL,0.75,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
806,12,KNPEV-SB,NULL,0.75,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
807,12,KNPEV-SB,NULL,0.75,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
808,12,KNPEV-SB,NULL,0.75,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
809,12,KNPEV-SB,NULL,0.75,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
810,12,KNPEV-SB,NULL,0.75,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
811,12,KNPEV-SB,NULL,0.75,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
812,12,KNPEV-SB,NULL,0.75,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
813,12,KNPEV-SB,NULL,0.75,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
814,12,KNPEV-SB,NULL,0.9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
815,12,KNPEV-SB,NULL,0.9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
816,12,KNPEV-SB,NULL,0.9,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
817,12,KNPEV-SB,NULL,0.9,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
818,12,KNPEV-SB,NULL,0.9,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
819,12,KNPEV-SB,NULL,0.9,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
820,12,KNPEV-SB,NULL,0.9,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
821,12,KNPEV-SB,NULL,0.9,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
822,12,KNPEV-SB,NULL,0.9,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
823,12,KNPEV-SB,NULL,0.9,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
824,12,KNPEV-SB,NULL,0.9,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
825,12,KNPEV-SB,NULL,1.25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
826,12,KNPEV-SB,NULL,1.25,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
827,12,KNPEV-SB,NULL,1.25,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
828,12,KNPEV-SB,NULL,1.25,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
829,12,KNPEV-SB,NULL,1.25,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
830,12,KNPEV-SB,NULL,1.25,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
831,12,KNPEV-SB,NULL,1.25,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
832,12,KNPEV-SB,NULL,1.25,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
833,12,KNPEV-SB,NULL,1.25,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
834,12,KNPEV-SB,NULL,1.25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
835,12,KNPEV-SB,NULL,1.25,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
836,12,KNPEV-SB,NULL,2.0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
837,12,KNPEV-SB,NULL,2.0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
838,12,KNPEV-SB,NULL,2.0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
839,12,KNPEV-SB,NULL,2.0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
840,12,KNPEV-SB,NULL,2.0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
841,12,KNPEV-SB,NULL,2.0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
842,12,KNPEV-SB,NULL,2.0,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
843,12,KNPEV-SB,NULL,2.0,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
844,12,KNPEV-SB,NULL,2.0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
845,17,HIV,NULL,0.9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
846,17,HIV,NULL,1.25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
847,17,HIV,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
848,17,HIV,NULL,3.5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
849,17,HIV,NULL,5.5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
850,17,HIV,NULL,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
851,17,HIV,NULL,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
852,17,HIV,NULL,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
853,17,HIV,NULL,38,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
854,17,HIV,NULL,60,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
855,17,HIV,NULL,100,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
856,17,HIV,NULL,150,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
857,17,HIV,NULL,200,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
858,17,HIV,NULL,250,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
859,17,HIV,NULL,325,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
860,14,IV,NULL,0.9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
862,14,IV,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
863,14,IV,NULL,3.5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
864,14,IV,NULL,5.5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
865,14,IV,NULL,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
866,14,IV,NULL,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
867,14,IV,NULL,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
868,14,IV,NULL,38,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
869,14,IV,NULL,60,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
870,14,IV,NULL,100,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
871,14,IV,NULL,150,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
872,14,IV,NULL,200,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
873,14,IV,NULL,250,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
874,14,IV,NULL,325,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
875,16,KIV,NULL,0.5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
876,16,KIV,NULL,0.75,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
877,16,KIV,NULL,1.25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
878,16,KIV,NULL,2.0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
879,16,KIV,NULL,3.5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
880,16,KIV,NULL,5.5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
881,16,KIV,NULL,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
882,16,KIV,NULL,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
883,16,KIV,NULL,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
884,16,KIV,NULL,38,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
885,16,KIV,NULL,60,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
886,16,KIV,NULL,100,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
887,16,KIV,NULL,150,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
888,16,KIV,NULL,200,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
912,20,VVF,,1.6,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
913,20,VVF,NULL,1.6,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
914,20,VVF,NULL,1.6,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
915,20,VVF,NULL,2.0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
916,20,VVF,NULL,2.0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
917,20,VVF,NULL,2.0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
918,20,VVF,NULL,2.6,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
919,20,VVF,NULL,2.6,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
920,20,VVF,NULL,2.6,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
921,21,VVR,NULL,1.6,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
922,21,VVR,NULL,1.6,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
923,21,VVR,NULL,1.6,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
924,21,VVR,NULL,2.0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
925,21,VVR,NULL,2.0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
926,21,VVR,NULL,2.0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
927,21,VVR,NULL,2.6,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
928,21,VVR,NULL,2.6,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
929,21,VVR,NULL,2.6,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
930,19,ﾛｰﾄﾞｾﾙ,VSV-B4(100m),NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
931,19,ﾛｰﾄﾞｾﾙ,VSV-B4-5m,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
932,19,ﾛｰﾄﾞｾﾙ,VSV-B4-10m,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
933,19,ﾛｰﾄﾞｾﾙ,VSV-B6(100m),NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
934,19,ﾛｰﾄﾞｾﾙ,VSV-B6-5m,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
935,19,ﾛｰﾄﾞｾﾙ,VSV-B6-10m,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170
936,1,VCT,NULL,0.75,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
937,1,VCT,NULL,1.25,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
938,1,VCT,NULL,2,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
939,1,VCT,NULL,3.5,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
940,1,VCT,NULL,5.5,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
941,1,VCT,NULL,8,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
942,1,VCT,NULL,14,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
943,1,VCT,NULL,22,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
944,1,VCT,NULL,38,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
945,1,VCT,NULL,60,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
946,1,VCT,NULL,100,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
